regime,step,mean_belief,polarization_var,share_extremes,assortativity,belief_drift
mixed,0,0.2144627981132025,0.3765662301091576,0.08,0.004236616623173575,0.0
mixed,1,0.21294557160909644,0.3743288444515661,0.06,0.039896997041994724,0.017440559199832412
mixed,2,0.21169390804244503,0.3734240695661897,0.04,0.03791453334671894,0.02915785003462262
mixed,3,0.21263606881121905,0.3719884725869111,0.03,0.056699405298251834,0.03759383442776802
mixed,4,0.21256694429045914,0.37117085818596235,0.02,0.058055464409771225,0.044706168709212644
mixed,5,0.21414748255494037,0.3705475406313618,0.0,0.053229539238375735,0.049911786193916834
mixed,6,0.21380967532096118,0.36985856480996687,0.0,0.05325577967504556,0.05303559432313742
mixed,7,0.21412395051213434,0.36925512280406864,0.0,0.057666295015535794,0.05630847029601593
mixed,8,0.21582886832332643,0.36828304794742023,0.0,0.06199032695129956,0.058603064129033655
mixed,9,0.21641648792661172,0.3663056146118921,0.0,0.06199032695129956,0.061531924461123204
mixed,10,0.21649444541940238,0.3651177018937674,0.0,0.05839096952101245,0.06364771265692117
mixed,11,0.21565854037451315,0.3642213600671492,0.0,0.06283244119484631,0.0646064480802677
mixed,12,0.21464133529819932,0.36241838140802046,0.0,0.0671040725249542,0.06566190516718536
mixed,13,0.21468469859121955,0.3606171666393662,0.0,0.06173872249509675,0.06789710544155221
mixed,14,0.2157999639783037,0.35929687232428636,0.0,0.06612936089289345,0.069088199635475
mixed,15,0.21480848149689835,0.3579673725574456,0.0,0.0702485177670138,0.06932335060879039
mixed,16,0.21509339041454212,0.35612801564001456,0.0,0.07282770792955715,0.07083901705895204
mixed,17,0.21465343427726885,0.3552556484743456,0.0,0.07282770792955715,0.07237039952257657
mixed,18,0.21573614230564334,0.3544601116828065,0.0,0.07155721109209481,0.0732501538807198
mixed,19,0.21539808557187437,0.35320305570701505,0.0,0.07282770792955715,0.07452417479927638
mixed,20,0.21501435250005144,0.3523405109759586,0.0,0.07841308318299363,0.0761044880712269
mixed,21,0.21517247195642628,0.3507521098076643,0.0,0.07920510287790267,0.0780469975069069
mixed,22,0.2145996359984384,0.3499614722574911,0.0,0.07920510287790267,0.07836669435383574
mixed,23,0.21372338936701607,0.34907572640295326,0.0,0.07641481531086593,0.07881461172766746
mixed,24,0.21349611526541337,0.347744488649857,0.0,0.07301927673166703,0.0792910685248061
mixed,25,0.2131821275118745,0.3465749552904354,0.0,0.08980831308407375,0.07953226575074251
mixed,26,0.21325421472227746,0.34577000340239583,0.0,0.09097609512812321,0.07935406692218544
mixed,27,0.21486364474024114,0.34301441010140726,0.0,0.0943289168228403,0.08084330993095667
mixed,28,0.21532425883215794,0.3417676189148682,0.0,0.0943289168228403,0.0818171610433396
mixed,29,0.21658507281793116,0.3411848099950853,0.0,0.08385487378169247,0.08216004026155382
mixed,30,0.21582227268266407,0.34063994069234765,0.0,0.10937904827705325,0.08273836733988464
mixed,31,0.21645228015837098,0.3399300373525637,0.0,0.108681442747638,0.08321310398032257
mixed,32,0.21641801855435183,0.33866607478247196,0.0,0.10750024340902448,0.0832012486884566
mixed,33,0.21710952390712845,0.336383377188177,0.0,0.108681442747638,0.0839305513304373
mixed,34,0.21728903961582233,0.3346362872539408,0.0,0.10937904827705325,0.0860987422725848
mixed,35,0.21721158821364348,0.3340538649086022,0.0,0.10547834075634088,0.08608417660582511
mixed,36,0.21731546460619922,0.3332415064117044,0.0,0.11842412208605259,0.08676343487646082
mixed,37,0.21672006311668812,0.33231654126320387,0.0,0.11161995695812188,0.08632489263523041
mixed,38,0.21732309422915655,0.3318145792341173,0.0,0.11161995695812188,0.08715851463579817
mixed,39,0.21654920004197656,0.3310679008799235,0.0,0.11799347586558767,0.08697097794216849
mixed,40,0.2150683475537801,0.33053314544794105,0.0,0.11161995695812188,0.08683403099160084
mixed,41,0.2155590340299003,0.32931555286310343,0.0,0.11200360596711985,0.0874194396377894
mixed,42,0.2155841603169305,0.32927497107502957,0.0,0.1197996185798347,0.08828874413464019
mixed,43,0.21554092181237866,0.3291118175303051,0.0,0.1252329542676135,0.08882357834875049
mixed,44,0.21573427911573156,0.328590090107577,0.0,0.12335221428203086,0.08966581882233125
mixed,45,0.21544652193606836,0.3282334105227062,0.0,0.1284082081209618,0.08896328624212511
mixed,46,0.2149364871890243,0.3271966889173486,0.0,0.1284082081209618,0.08953963391721904
mixed,47,0.21522473222354851,0.3262239765677383,0.0,0.1284082081209618,0.09057221846117279
mixed,48,0.21607476485075403,0.3255087512159915,0.0,0.1284082081209618,0.09149667278824547
mixed,49,0.21582887975751533,0.3242700157834467,0.0,0.1284082081209618,0.09387063340710558
mixed,50,0.21547848698419372,0.3235027151593613,0.0,0.1284082081209618,0.0948416629213522
mixed,51,0.215714574334854,0.32221933620851395,0.0,0.1284082081209618,0.09617159529796654
mixed,52,0.21537150615326944,0.32122567569243066,0.0,0.13846679096216985,0.09706344104635424
mixed,53,0.21540075443941734,0.32016130698067435,0.0,0.1390867923120184,0.09834358635421894
mixed,54,0.215237052847034,0.3197546582668795,0.0,0.15081205261238426,0.0992231998849891
mixed,55,0.2154463709940075,0.3188733462776617,0.0,0.1607206682463828,0.10038287350019265
mixed,56,0.21555329806100104,0.3175490858214074,0.0,0.1692408807098258,0.10105117479114226
mixed,57,0.21518988183014776,0.3166745958947784,0.0,0.1703793939043888,0.10237994084442556
mixed,58,0.2158812067924573,0.3163224236687612,0.0,0.1660438220368986,0.10348880457640285
mixed,59,0.21605737898618757,0.31517752337252936,0.0,0.1660438220368986,0.10415713068852896
mixed,60,0.2153478058357136,0.314514899372788,0.0,0.16680203950091965,0.1048264177244833
mixed,61,0.2153221505986855,0.31406903508515327,0.0,0.1695930485306483,0.10581067983343771
mixed,62,0.2155669934137583,0.31353282062867716,0.0,0.18181771105737113,0.10684121006503577
mixed,63,0.21606958152391895,0.3135131245656779,0.0,0.18452302363329945,0.10797952298822949
mixed,64,0.21578720298425286,0.3121841166800225,0.0,0.18452302363329945,0.10775583511339028
mixed,65,0.21515478038340125,0.3113962905561731,0.0,0.18803672970156474,0.10868124100029573
mixed,66,0.2156014615946127,0.3109132739120332,0.0,0.18803672970156474,0.1110819300235634
mixed,67,0.21526815255462503,0.3104726216268134,0.0,0.18803672970156474,0.11252673685388352
mixed,68,0.21589501214661355,0.309827472167221,0.0,0.18803672970156474,0.11438925837042081
mixed,69,0.21598869439367102,0.30869935801465836,0.0,0.19748339022112935,0.11675643714110558
mixed,70,0.2164998719086928,0.30823526633598575,0.0,0.2025251654760282,0.11858854757502739
mixed,71,0.21675622152924842,0.3079396184236286,0.0,0.2051344711829091,0.11988759009770901
mixed,72,0.21667148455607194,0.3078525933053066,0.0,0.20270565693195994,0.12017469766689297
mixed,73,0.2165275405069885,0.3074508274726711,0.0,0.2051344711829091,0.12146371062245033
mixed,74,0.21752193335807835,0.3077430631057831,0.0,0.2051344711829091,0.12177438764500588
mixed,75,0.21857961176066204,0.3077774764169607,0.0,0.2051344711829091,0.12291970765107237
mixed,76,0.21898429820095927,0.3074794620435037,0.0,0.2111888255165049,0.12418626778015356
mixed,77,0.21951018300938738,0.3074083251002239,0.0,0.20886689573331058,0.12427492011660622
mixed,78,0.2192074735888179,0.3066738358455206,0.0,0.2102792318872269,0.12515387424214577
mixed,79,0.21893908980577834,0.3059658729879682,0.0,0.22523519645821805,0.12671582575780863
mixed,80,0.21928579625270178,0.3055366419886409,0.0,0.22523519645821805,0.1277211939324551
mixed,81,0.2198358840019268,0.3054044231251496,0.0,0.22411853399783271,0.12865469456907117
mixed,82,0.2204375341332898,0.3052419902269138,0.0,0.22523519645821805,0.12952600630348324
mixed,83,0.2200122480315784,0.30484472782838556,0.0,0.22482823485637357,0.13062151482800952
mixed,84,0.2195234640503852,0.3041354865893242,0.0,0.22234479836511561,0.13171283902920006
mixed,85,0.21983734105697672,0.304181575710021,0.0,0.22234479836511561,0.13231978621954454
mixed,86,0.22017809190627813,0.3041782565177221,0.0,0.22234479836511561,0.13275389856152134
mixed,87,0.22048750322779512,0.3042937844313304,0.0,0.22234479836511561,0.13287998493064837
mixed,88,0.2208355857905614,0.3045067677604132,0.0,0.22234479836511561,0.1329080536143617
mixed,89,0.22081403754792212,0.30434031562766944,0.0,0.22234479836511561,0.1334456180281304
mixed,90,0.2210549847285122,0.3043984233366475,0.0,0.22550530580845035,0.1336189484038594
mixed,91,0.2211580071424196,0.3043648219859912,0.0,0.21530187415110524,0.1337976365954645
mixed,92,0.2212029082022389,0.30434168413048907,0.0,0.21530187415110524,0.13416207720795814
mixed,93,0.2211152104593258,0.3041429686760772,0.0,0.21086394719582338,0.13441625554428777
mixed,94,0.22121953670871736,0.3041918791834184,0.0,0.21086394719582338,0.13454076939723686
mixed,95,0.22161743525928426,0.30452618750719623,0.0,0.21086394719582338,0.13446544197531357
mixed,96,0.221699691136388,0.3045464296489845,0.0,0.21086394719582338,0.13472908247275833
mixed,97,0.22172085082269088,0.3045055520766765,0.0,0.21147422882965491,0.1349550589204219
mixed,98,0.22202784005866,0.3047551148471444,0.0,0.22198420312520542,0.1348830807529027
mixed,99,0.2222436371443373,0.3049483768379139,0.0,0.22198420312520542,0.13504978939083043
mixed,100,0.22223762145313855,0.3049233719226948,0.0,0.22198420312520542,0.1354124742342879
mixed,101,0.22218845986828373,0.3048844978131119,0.0,0.20715673190004893,0.13562610320721835
mixed,102,0.22241179922970727,0.3050877064500717,0.0,0.20715673190004893,0.1356820169179162
mixed,103,0.22224211042836242,0.30492176602979343,0.0,0.20715673190004893,0.13608311981876434
mixed,104,0.22221613987010358,0.30477786006417656,0.0,0.20715673190004893,0.13627124950916436
mixed,105,0.22213362395203665,0.3046643643619886,0.0,0.20715673190004893,0.1365462733348983
mixed,106,0.2221419976409914,0.30459338486606136,0.0,0.20715673190004893,0.1366721708856661
mixed,107,0.22215521460689883,0.3045777435809223,0.0,0.18856434418706125,0.13689560260333208
mixed,108,0.22234335630692087,0.30470970638442296,0.0,0.17098445595854922,0.1369693034973433
mixed,109,0.22235190463424023,0.30469743091185625,0.0,0.1502198225571552,0.1371708802433477
mixed,110,0.22233109435653745,0.30469210084213666,0.0,0.15986200055828528,0.13734949092865917
mixed,111,0.222286746864361,0.3046434109151951,0.0,0.13797139607322562,0.1375069065143735
mixed,112,0.22237756994872535,0.3047163259178576,0.0,0.13797139607322562,0.1376255580698274
mixed,113,0.22254319889269503,0.3048612334667503,0.0,0.1229722246427939,0.13760999088873668
mixed,114,0.22258491790309912,0.30486835655168787,0.0,0.10700339220823621,0.13773882249099353
mixed,115,0.22262870929508288,0.3048957798885616,0.0,0.10492381409864338,0.1378069044371202
mixed,116,0.22273146201631813,0.3049419832502722,0.0,0.11010754380601553,0.13793257261260938
mixed,117,0.22279565201492052,0.3050006461648294,0.0,0.12411989415680415,0.13804393261839396
mixed,118,0.2229209148718925,0.3051223930900487,0.0,0.12411989415680415,0.13809869173638817
mixed,119,0.223034409369862,0.3052079219050091,0.0,0.12411989415680415,0.13810565520946708
mixed,120,0.22314646105935285,0.30530877710831666,0.0,0.11705776479777229,0.13812394997185673
mixed,121,0.22320616243166133,0.3053570073491442,0.0,0.11705776479777229,0.138146949860258
mixed,122,0.2231123829576948,0.3052554441751287,0.0,0.11705776479777229,0.1383579247891652
mixed,123,0.22328277608028654,0.3053920062623296,0.0,0.11705776479777229,0.13835276434931493
mixed,124,0.22332048820117403,0.3054364400097028,0.0,0.11705776479777229,0.13839160334830763
mixed,125,0.22329952237177214,0.3054214102629878,0.0,0.11705776479777229,0.13854013543959268
mixed,126,0.22330429539394195,0.30543053304755313,0.0,0.11820137920756116,0.138622710915697
mixed,127,0.22322590778037796,0.3053660970318007,0.0,0.11820137920756116,0.13875206765701256
mixed,128,0.22327031299422764,0.3053849495411466,0.0,0.11820137920756116,0.1388224003443675
mixed,129,0.22328335341361874,0.30542791249438367,0.0,0.11820137920756116,0.1389194401015661
mixed,130,0.22334836033019945,0.3054832992670684,0.0,0.11820137920756116,0.13895344509096202
mixed,131,0.223383577533323,0.30550678914604845,0.0,0.11820137920756116,0.13905610645560346
mixed,132,0.2235510572057643,0.3056712896745967,0.0,0.11820137920756116,0.13895061126696306
mixed,133,0.22353168963077708,0.305620375817934,0.0,0.11820137920756116,0.1390237150743258
mixed,134,0.2235880007998226,0.30563524775684003,0.0,0.11820137920756116,0.13903037227225704
mixed,135,0.22362147971721946,0.3056636531740781,0.0,0.11820137920756116,0.13913206287160093
mixed,136,0.2236002337346914,0.3056608052423488,0.0,0.11820137920756116,0.13922426704106228
mixed,137,0.2236481867311094,0.30569433983801586,0.0,0.11820137920756116,0.13928991967428034
mixed,138,0.22366097541883398,0.30570256425829245,0.0,0.11820137920756116,0.13934150648002602
mixed,139,0.22370253248621894,0.30573929924253823,0.0,0.11820137920756116,0.1393477464076245
mixed,140,0.22365452309522646,0.30569318721105937,0.0,0.11820137920756116,0.1394589310731554
mixed,141,0.22372213904143007,0.30576979180829533,0.0,0.11820137920756116,0.1394625618174306
mixed,142,0.2237980095810722,0.3058811883682648,0.0,0.11820137920756116,0.1394024892716818
mixed,143,0.22384358253009146,0.3058865630206198,0.0,0.11820137920756116,0.13943098287277503
mixed,144,0.22391031530749334,0.30596067174751623,0.0,0.11820137920756116,0.13944134977028144
mixed,145,0.22392556177996856,0.3059859321407092,0.0,0.11820137920756116,0.1394304609486092
mixed,146,0.22398577403559664,0.306059477616231,0.0,0.11820137920756116,0.13943515187107716
mixed,147,0.2239783882816683,0.3060798917825347,0.0,0.11820137920756116,0.1394961582445774
mixed,148,0.22399608522096734,0.30610878242444245,0.0,0.11820137920756116,0.13952575212471444
mixed,149,0.2239433498533831,0.30605557741200606,0.0,0.11820137920756116,0.13964725130249175
mixed,150,0.2239995091717719,0.306114642635971,0.0,0.12589302536763453,0.1396237878567649
mixed,151,0.2239738230634497,0.30609995417808816,0.0,0.12589302536763453,0.13965155619597683
mixed,152,0.2240072034748678,0.30609602459203955,0.0,0.12589302536763453,0.139636718749673
mixed,153,0.22402894909379925,0.3061247732342142,0.0,0.12589302536763453,0.13964492841372564
mixed,154,0.2240158092179997,0.30611784792193947,0.0,0.12589302536763453,0.13969912129986503
mixed,155,0.224051696534315,0.3061229602627674,0.0,0.12589302536763453,0.13968245674529947
mixed,156,0.22399564893071117,0.30608119157531866,0.0,0.12589302536763453,0.1397471121606439
mixed,157,0.224010851009228,0.3060931975800688,0.0,0.12589302536763453,0.13976088254895547
mixed,158,0.22401801703824675,0.30609917444287693,0.0,0.12589302536763453,0.13973694885091875
mixed,159,0.22406811471859484,0.3061457407862186,0.0,0.12589302536763453,0.13976224466869305
mixed,160,0.22405632911741707,0.30614359032436034,0.0,0.12589302536763453,0.13979473695037967
mixed,161,0.22403571787521842,0.3061297772240977,0.0,0.12589302536763453,0.1398353296471779
mixed,162,0.22403826954215567,0.30613826847784326,0.0,0.12589302536763453,0.13984376474849877
mixed,163,0.22403346828413226,0.306133566968711,0.0,0.12589302536763453,0.13987605867033256
mixed,164,0.22405185190917934,0.30615112413153517,0.0,0.12589302536763453,0.13988043829573818
mixed,165,0.22401328289288722,0.3061215546471012,0.0,0.12589302536763453,0.1399190073120303
mixed,166,0.2239896128591443,0.30611128190291553,0.0,0.12589302536763453,0.13994267734577323
mixed,167,0.223997127841425,0.306125002071954,0.0,0.12589302536763453,0.13994473106428557
mixed,168,0.22399846535095871,0.30613827701481433,0.0,0.12589302536763453,0.1399535230410724
mixed,169,0.2240452732402685,0.3061420185539963,0.0,0.12589302536763453,0.13991699012148615
mixed,170,0.22403410253224024,0.3061304916451791,0.0,0.12589302536763453,0.13995942959544927
mixed,171,0.2240153668405933,0.30611183549465454,0.0,0.12589302536763453,0.1399959713562759
mixed,172,0.22399881800077848,0.3060622800097715,0.0,0.12589302536763453,0.1400214608025282
mixed,173,0.2239967553009601,0.3060412466138366,0.0,0.12589302536763453,0.14004166546837726
mixed,174,0.22394926293710346,0.3060036643376549,0.0,0.12589302536763453,0.1400712154945967
mixed,175,0.22395234507222117,0.30601523626086846,0.0,0.12589302536763453,0.140068133359479
mixed,176,0.22397076553447967,0.30603886058608804,0.0,0.12589302536763453,0.1400687044483079
mixed,177,0.2239682224251772,0.3060363762320188,0.0,0.12589302536763453,0.14007124755761036
mixed,178,0.22393880074347078,0.3059867872062863,0.0,0.12589302536763453,0.14010066923931683
mixed,179,0.2239339772127627,0.30599104966465324,0.0,0.12589302536763453,0.14014300783440195
mixed,180,0.22396269905752017,0.306025793712207,0.0,0.12589302536763453,0.14012312434620364
mixed,181,0.224001258651403,0.3060438198862133,0.0,0.11820137920756116,0.1400982325158669
mixed,182,0.2239837928927329,0.30604568271590304,0.0,0.11820137920756116,0.14011107352303673
mixed,183,0.22400914032621602,0.30606313935235463,0.0,0.11820137920756116,0.140137013372634
mixed,184,0.22396064904963062,0.30601620847808203,0.0,0.11820137920756116,0.14018550464921942
mixed,185,0.22397543052934746,0.3060302518789534,0.0,0.11820137920756116,0.14017072316950252
mixed,186,0.22397377041033867,0.3060218497891413,0.0,0.11820137920756116,0.14018968318725333
mixed,187,0.2239852803489125,0.30602612026039944,0.0,0.11820137920756116,0.14017967194641698
mixed,188,0.22400168418656918,0.30604227185718025,0.0,0.11820137920756116,0.14016326810876029
mixed,189,0.2240013439173654,0.3060163232652998,0.0,0.11820137920756116,0.14016360837796404
