regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.30582027952480323,0.0,0.14067886479381322,0.0
echo,0.3691967911864629,0.02,0.07265207049989743,0.0
curated,0.35979671459522977,0.0,0.08922151963603552,0.0
