regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,2.3818939032101685e-05,0.0,0.20177231553964695,0.0
echo,0.007164360001034329,0.0,0.1862835946526382,0.0
curated,7.547886273886907e-07,0.0,0.20141765116695468,0.0
