regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,0.4260299775431804,0.0,0.19487349997454012,0.17557512566345707,-0.06318347509113023
mixed,1.5,0.4267151514835979,0.0,0.19503331003961363,0.17530800462721796,-0.06318347509113023
mixed,2.0,0.42608674322875695,0.0,0.19433033585973075,0.1751539185270434,-0.06318347509113023
mixed,2.5,0.42495649553031917,0.0,0.19315602817995728,0.17518275598979902,-0.06318347509113023
mixed,3.0,0.4236901599517371,0.0,0.19236320075142158,0.17528287442636206,-0.06318347509113023
echo,1.0,0.44687178230499663,0.01,0.1861315736989839,0.10288943791784184,0.07875175555783916
echo,1.5,0.4472910843887499,0.01,0.18543571140854376,0.10277940204654819,0.07875175555783916
echo,2.0,0.44798411889518147,0.01,0.18614961249930015,0.10253568838498285,0.07875175555783916
echo,2.5,0.4479769380418538,0.01,0.18622969765619884,0.10244156408198038,0.07875175555783916
echo,3.0,0.4474270252937272,0.01,0.1855606063334837,0.102565956047832,0.07875175555783916
curated,1.0,0.4398861104712192,0.0,0.21827787918662064,0.1731321668364309,-0.054024641285297686
curated,1.5,0.43415992440602386,0.0,0.21067014180729682,0.17414447494374385,-0.054024641285297686
curated,2.0,0.4275403044542955,0.0,0.20436826550180764,0.17529932723445765,-0.054024641285297686
curated,2.5,0.4282714445904044,0.0,0.20409145186828542,0.1752208403787295,-0.054024641285297686
curated,3.0,0.4310465212007284,0.0,0.20695179187179122,0.17460632346426472,-0.054024641285297686
