regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.42608674322875695,0.0,0.1751539185270434,0.0
echo,0.44798411889518147,0.01,0.10253568838498285,0.0
curated,0.4275403044542955,0.0,0.17529932723445765,0.0
