loss_aversion,stubbornness,final_polarization,final_extremes,belief_drift
1.0,0.05,0.42549945536263367,0.0,0.17580540067874093
1.0,0.15,0.4260299775431804,0.0,0.17557512566345707
1.0,0.3,0.42652895860422924,0.0,0.17550071266464384
2.0,0.05,0.4261269490035728,0.0,0.1751556790829852
2.0,0.15,0.42608674322875695,0.0,0.1751539185270434
2.0,0.3,0.42569319004685874,0.0,0.1751601395138663
3.0,0.05,0.4254767647430807,0.0,0.1748888746399274
3.0,0.15,0.4236901599517371,0.0,0.17528287442636206
3.0,0.3,0.4218662629181468,0.0,0.1756014493201489
