regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.3942916857260668,0.0,0.20637727896452354,0.0
echo,0.4101984063492429,0.01,0.15223522399332695,0.0
curated,0.39427280978745555,0.0,0.20899605832049134,0.0
