regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.4775403073040034,0.0,0.11394926815796874,0.0
echo,0.4990174274716923,0.01,0.07577777781602485,0.0
curated,0.4889828145966196,0.0,0.10241386212618725,0.0
