loss_aversion,stubbornness,final_polarization,final_extremes,belief_drift
1.0,0.05,0.4868847063874378,0.0,0.09761563661914838
1.0,0.15,0.4878640706501877,0.0,0.10040383801033824
1.0,0.3,0.4834672281464229,0.0,0.10721650498162223
2.0,0.05,0.4793889935929695,0.0,0.11361022708171141
2.0,0.15,0.4775403073040034,0.0,0.11394926815796874
2.0,0.3,0.47958625262236737,0.0,0.10699626509976184
3.0,0.05,0.47921708643300226,0.0,0.10655091893397567
3.0,0.15,0.48291220774463794,0.0,0.10561152714767667
3.0,0.3,0.4793334009016963,0.0,0.10606839896947264
