regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,0.39314389333343114,0.01,0.14390070090431895,0.18243824074056175,-0.00032281333816888214
mixed,1.5,0.39319429323188193,0.01,0.14414874016476256,0.18228672761837605,-0.00032281333816888214
mixed,2.0,0.3924698228267196,0.01,0.1428711683431201,0.1824439017248948,-0.00032281333816888214
mixed,2.5,0.39906105337417075,0.01,0.1502040566875315,0.18059161954911468,-0.00032281333816888214
mixed,3.0,0.4020165673686302,0.01,0.1532187342989068,0.17976727119634814,-0.00032281333816888214
echo,1.0,0.41191785426130517,0.01,0.17285885211496232,0.16326477107407006,0.1553134921659224
echo,1.5,0.40390680052515315,0.02,0.16441754183385957,0.16372497121397142,0.1553134921659224
echo,2.0,0.40750375231187874,0.04,0.16859761647324464,0.16312379257872603,0.1553134921659224
echo,2.5,0.405915406251135,0.04,0.16728627654598305,0.16326172719487425,0.1553134921659224
echo,3.0,0.4061759987884145,0.04,0.1680595573423183,0.16314260711421877,0.1553134921659224
curated,1.0,0.3906133219243984,0.0,0.1721733388983517,0.21829151240773192,-0.049775170250569
curated,1.5,0.39520477290755274,0.0,0.17612347925351915,0.21749458941518257,-0.049775170250569
curated,2.0,0.42984214571236967,0.0,0.16679503502008416,0.10628235021889182,-0.050026720402473926
curated,2.5,0.42559180736329644,0.0,0.16208862543334693,0.10546527327267052,-0.04118733660158204
curated,3.0,0.4357475859099326,0.0,0.16367811515832617,0.10062945646398937,-0.03215778361123804
