regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.3924698228267196,0.01,0.1824439017248948,0.0
echo,0.40750375231187874,0.04,0.16312379257872603,0.0
curated,0.42984214571236967,0.0,0.10628235021889182,0.0
