regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,0.4053676332015478,0.0,-0.006815747608061195,0.1165290581603075,0.01568895771063651
mixed,1.5,0.4070361091194045,0.0,-0.004780344023515177,0.11636011416520999,0.01568895771063651
mixed,2.0,0.410241309614679,0.0,-0.004278178960896752,0.11550953031135253,0.01568895771063651
mixed,2.5,0.4133920767404464,0.0,-0.0015385280263315645,0.1148116468341862,0.01568895771063651
mixed,3.0,0.4154210756202865,0.0,-0.0014323883442742742,0.11447778628994279,0.01568895771063651
echo,1.0,0.4179565409217459,0.04,0.0011456031231315445,0.0847719592670853,0.0438383549907183
echo,1.5,0.4189407148536286,0.04,-0.0015428793817472398,0.08388100864732861,0.0438383549907183
echo,2.0,0.4222427807747856,0.04,0.001090163479168924,0.0840163429742174,0.04709272677679873
echo,2.5,0.42096979023319003,0.04,0.000116688721188218,0.08385332788243115,0.04709272677679873
echo,3.0,0.41056636167804944,0.04,0.00935994871157309,0.09851817949907579,0.0889195031528958
curated,1.0,0.41817994126652835,0.0,-0.00028866282605396245,0.10838577492036133,-0.03187611787164754
curated,1.5,0.42701421971481324,0.0,0.001815704229277047,0.10770054920068858,-0.02172914265916496
curated,2.0,0.42528990693384683,0.0,0.0024226174571152083,0.10779354993867572,-0.02172914265916496
curated,2.5,0.41973026314091194,0.0,0.002116120784316287,0.10820233490155273,-0.02172914265916496
curated,3.0,0.4191353707093658,0.0,-0.0022916104165022406,0.10779871262985387,-0.03187611787164754
