regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.410241309614679,0.0,0.11550953031135253,0.0
echo,0.4222427807747856,0.04,0.0840163429742174,0.0
curated,0.42528990693384683,0.0,0.10779354993867572,0.0
