regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,2.6056602205028055e-05,0.0,0.21953489703028034,0.0
echo,0.00695950411674232,0.0,0.2022122014247078,0.0
curated,7.500748416005055e-07,0.0,0.2192221966436946,0.0
