loss_aversion,stubbornness,final_polarization,final_extremes,belief_drift
1.0,0.05,2.058750879564344e-05,0.0,0.21974483925929775
1.0,0.15,2.1584172016596258e-05,0.0,0.21964151056944867
1.0,0.3,2.4635781844267388e-05,0.0,0.21971390030967203
2.0,0.05,2.463437299893784e-05,0.0,0.2195649823692087
2.0,0.15,2.6056602205028055e-05,0.0,0.21953489703028034
2.0,0.3,2.645083368372009e-05,0.0,0.2194720426653802
3.0,0.05,2.5279527531282834e-05,0.0,0.21937066408683709
3.0,0.15,2.7083982787367294e-05,0.0,0.21941093613730214
3.0,0.3,2.8749881378990186e-05,0.0,0.21944903035999905
