loss_aversion,stubbornness,final_polarization,final_extremes,belief_drift
1.0,0.05,1.1987634101127679e-05,0.0,0.20347528467601592
1.0,0.15,1.1667757562349698e-05,0.0,0.20341258292536865
1.0,0.3,1.4365335145279273e-05,0.0,0.20335861290804924
2.0,0.05,1.4936666603747952e-05,0.0,0.20320714750272284
2.0,0.15,1.6277761507093193e-05,0.0,0.20317929398966864
2.0,0.3,1.700213095825948e-05,0.0,0.203145580035936
3.0,0.05,1.922208980039424e-05,0.0,0.20295940441347005
3.0,0.15,1.765907863029702e-05,0.0,0.20297118161554198
3.0,0.3,1.8771140279340563e-05,0.0,0.2030306149149827
