regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,1.6277761507093193e-05,0.0,0.20317929398966864,0.0
echo,0.0033436507742460177,0.0,0.19434207503256357,0.0
curated,7.285255754472011e-07,0.0,0.20289714416348836,0.0
