regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,1.1667757562349698e-05,0.0,0.3567635720273762,0.20341258292536865,
mixed,1.5,1.4481495581911989e-05,0.0,0.35404989054379776,0.2032158486003867,
mixed,2.0,1.6277761507093193e-05,0.0,0.3544844253129194,0.20317929398966864,
mixed,2.5,1.6879309915534325e-05,0.0,0.3523753575839166,0.2030356897775429,
mixed,3.0,1.765907863029702e-05,0.0,0.3514916830708106,0.20297118161554198,
echo,1.0,0.0032204746282949175,0.0,0.3233083685394332,0.19425174303400908,0.49900133155792303
echo,1.5,0.003293719857792454,0.0,0.32924510816150593,0.1942882061070798,0.40790702016430164
echo,2.0,0.0033436507742460177,0.0,0.3329930948374122,0.19434207503256357,0.48367545314197463
echo,2.5,0.003336743460920697,0.0,0.332450280125478,0.1943004069054832,0.44260406164482213
echo,3.0,0.003354196644404886,0.0,0.3338096905941852,0.19437955123648773,0.36690223792697296
curated,1.0,5.746337122269509e-07,0.0,0.3508743244014096,0.20309763285584545,
curated,1.5,6.494752671344991e-07,0.0,0.35155213417801917,0.2030132167312796,
curated,2.0,7.285255754472011e-07,0.0,0.3510566185747952,0.20289714416348836,
curated,2.5,8.336566809750391e-07,0.0,0.35105740721380413,0.20278202935406736,
curated,3.0,8.721214296211694e-07,0.0,0.3481222471995837,0.2025898697961181,
