loss_aversion,stubbornness,final_polarization,final_extremes,belief_drift
1.0,0.05,0.40912080046617816,0.0,0.21141186655986247
1.0,0.15,0.4091268582044052,0.0,0.21156429332193447
1.0,0.3,0.407330130932177,0.0,0.21138573432567548
2.0,0.05,0.4152390079935094,0.0,0.2093284757984879
2.0,0.15,0.4145703683809212,0.0,0.20949410022276946
2.0,0.3,0.41539620890692885,0.0,0.20910768577102132
3.0,0.05,0.4176646867974529,0.0,0.2087378006007341
3.0,0.15,0.4176242731582841,0.0,0.20850893534267115
3.0,0.3,0.41711439980569337,0.0,0.20837602803611407
