regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,0.4091268582044052,0.0,0.16112527343792926,0.21156429332193447,0.007397359946462381
mixed,1.5,0.4120671772374964,0.0,0.16437831687230706,0.2101821085212679,0.007397359946462381
mixed,2.0,0.4145703683809212,0.0,0.16655807036915837,0.20949410022276946,0.007397359946462381
mixed,2.5,0.4189720232176491,0.0,0.17123980287577692,0.2083458604848858,0.007397359946462381
mixed,3.0,0.4176242731582841,0.0,0.1698230511049589,0.20850893534267115,0.007397359946462381
echo,1.0,0.446590708162664,0.06,0.15874982203306495,0.12600648135928333,0.15766471084192227
echo,1.5,0.4478696715538993,0.05,0.16113896468652938,0.1253195389174252,0.1533265968196564
echo,2.0,0.4448097120856955,0.05,0.15870960145571988,0.12568295167048235,0.17462765866282753
echo,2.5,0.46295459985437043,0.04,0.165248244479594,0.09766231680784525,0.04863614457831331
echo,3.0,0.4632357732655858,0.04,0.16544495461125158,0.09762148741766379,0.04863614457831331
curated,1.0,0.4560377283336892,0.0,0.1661831503715606,0.1007553361672417,-0.04318560946303793
curated,1.5,0.44868765348094114,0.0,0.16877867774111016,0.10474387433343595,-0.05239077332631253
curated,2.0,0.4109995799268195,0.0,0.16883177822336745,0.2211418725730369,-0.002487300753196792
curated,2.5,0.41218140362085104,0.0,0.17165115478024728,0.2205613130861571,-0.002487300753196792
curated,3.0,0.408253122253776,0.0,0.1666155370798117,0.22149929971840251,-0.002487300753196792
