regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.4145703683809212,0.0,0.20949410022276946,0.0
echo,0.4448097120856955,0.05,0.12568295167048235,0.0
curated,0.4109995799268195,0.0,0.2211418725730369,0.0
