step,mean_belief,polarization_var,share_extremes,assortativity,regime
0,0.4410663576230513,0.05794413796791719,0.0,0.04785616226619553,curated
1,0.4403204067004103,0.041494368313758585,0.0,0.07468209241957773,curated
2,0.4415785951701152,0.02773597199192403,0.0,0.03254088841353407,curated
3,0.44455892928723273,0.01654276130992753,0.0,0.06576689031050093,curated
4,0.44585495702573624,0.008079294031962907,0.0,0.059387886778691536,curated
5,0.44526480529794815,0.0030745134083792623,0.0,0.06954156954156974,curated
6,0.4457798125914547,0.001207796169540156,0.0,,curated
7,0.44663897773478456,0.0004420324865077308,0.0,,curated
8,0.44669214409727426,0.0001596963981441244,0.0,,curated
9,0.4464641644124363,5.280064753022702e-05,0.0,,curated
10,0.44656863024076976,1.714144658914724e-05,0.0,,curated
11,0.44658175559914914,5.54688949931539e-06,0.0,,curated
12,0.4465339227909337,1.8371145449493683e-06,0.0,,curated
13,0.44651328686786074,6.520627914177102e-07,0.0,,curated
14,0.4465003392146658,2.0720030854858593e-07,0.0,,curated
15,0.4465054612671566,7.510928076243934e-08,0.0,,curated
16,0.4465046849549447,2.6474350794253042e-08,0.0,,curated
17,0.44650321761267814,9.811219950626623e-09,0.0,,curated
18,0.4465048783865967,3.0802619557694757e-09,0.0,,curated
19,0.4465045291911093,1.0326386925857375e-09,0.0,,curated
20,0.4465041129174957,3.661093004709847e-10,0.0,,curated
21,0.446503921850108,1.2419899332710038e-10,0.0,,curated
22,0.4465041793609915,4.298144330694926e-11,0.0,,curated
23,0.4465042956156378,1.526166117358668e-11,0.0,,curated
24,0.44650433286023217,5.141289127865998e-12,0.0,,curated
25,0.44650438601512166,1.724351695548829e-12,0.0,,curated
26,0.4465043641038763,5.898870523026555e-13,0.0,,curated
27,0.44650435699216173,2.032806219038757e-13,0.0,,curated
28,0.4465043551716652,6.632224820726733e-14,0.0,,curated
29,0.4465043526660478,2.170604055780415e-14,0.0,,curated
30,0.4465043485258154,7.675421396624075e-15,0.0,,curated
31,0.44650434843231035,2.852041666449177e-15,0.0,,curated
32,0.446504347276942,1.0063451904253762e-15,0.0,,curated
33,0.4465043475685694,3.2457457966709205e-16,0.0,,curated
34,0.44650434779557197,1.0315323768169003e-16,0.0,,curated
35,0.4465043478717731,3.442619849177464e-17,0.0,,curated
36,0.4465043479364928,1.1340050659760022e-17,0.0,,curated
37,0.44650434789852755,3.96179417929903e-18,0.0,,curated
38,0.44650434793917837,1.343065623477178e-18,0.0,,curated
39,0.4465043479829194,4.615101556956342e-19,0.0,,curated
40,0.4465043479760443,1.5357034477628223e-19,0.0,,curated
41,0.4465043479712986,5.306352215703439e-20,0.0,,curated
42,0.4465043479658106,1.9160616102369093e-20,0.0,,curated
43,0.4465043479641877,6.457716997902818e-21,0.0,,curated
44,0.4465043479648789,2.046436494580886e-21,0.0,,curated
45,0.4465043479649137,7.177038518992306e-22,0.0,,curated
46,0.4465043479650896,2.5879194746121176e-22,0.0,,curated
47,0.44650434796481897,8.940285586425245e-23,0.0,,curated
48,0.4465043479647656,3.056362217505048e-23,0.0,,curated
49,0.44650434796478533,1.0058923029577715e-23,0.0,,curated
50,0.4465043479648789,3.5816933975165276e-24,0.0,,curated
51,0.4465043479648647,1.1992851477750752e-24,0.0,,curated
52,0.4465043479648486,4.1199284202013835e-25,0.0,,curated
53,0.44650434796485283,1.372480139514003e-25,0.0,,curated
54,0.44650434796485333,4.4467863446689196e-26,0.0,,curated
55,0.4465043479648559,1.6138689671076698e-26,0.0,,curated
56,0.44650434796485605,5.397835255495919e-27,0.0,,curated
57,0.446504347964856,1.7634042292766156e-27,0.0,,curated
58,0.4465043479648571,6.053044048962323e-28,0.0,,curated
59,0.44650434796485766,2.329237239223016e-28,0.0,,curated
60,0.44650434796485755,8.770361410508815e-29,0.0,,curated
61,0.44650434796485755,3.0147059050119613e-29,0.0,,curated
62,0.44650434796485766,9.815987295915532e-30,0.0,,curated
63,0.4465043479648576,3.428309375404831e-30,0.0,,curated
64,0.44650434796485755,1.1996848735181418e-30,0.0,,curated
65,0.44650434796485755,4.111937468464524e-31,0.0,,curated
66,0.4465043479648575,1.5133187131017144e-31,0.0,,curated
67,0.4465043479648575,5.709997099119277e-32,0.0,,curated
68,0.4465043479648576,1.7595295971921787e-32,0.0,,curated
69,0.44650434796485755,6.132160942928959e-33,0.0,,curated
70,0.44650434796485755,3.697785493223493e-33,0.0,,curated
71,0.44650434796485755,3.143117669239969e-33,0.0,,curated
72,0.4465043479648576,0.0,0.0,,curated
73,0.4465043479648576,0.0,0.0,,curated
74,0.4465043479648576,0.0,0.0,,curated
75,0.4465043479648576,0.0,0.0,,curated
76,0.4465043479648576,0.0,0.0,,curated
77,0.4465043479648576,0.0,0.0,,curated
78,0.4465043479648576,0.0,0.0,,curated
79,0.4465043479648576,0.0,0.0,,curated
80,0.4465043479648576,0.0,0.0,,curated
81,0.4465043479648576,0.0,0.0,,curated
82,0.4465043479648576,0.0,0.0,,curated
83,0.4465043479648576,0.0,0.0,,curated
84,0.4465043479648576,0.0,0.0,,curated
85,0.4465043479648576,0.0,0.0,,curated
86,0.4465043479648576,0.0,0.0,,curated
87,0.4465043479648576,0.0,0.0,,curated
88,0.4465043479648576,0.0,0.0,,curated
89,0.4465043479648576,0.0,0.0,,curated
90,0.4465043479648576,0.0,0.0,,curated
91,0.4465043479648576,0.0,0.0,,curated
92,0.4465043479648576,0.0,0.0,,curated
93,0.4465043479648576,0.0,0.0,,curated
94,0.4465043479648576,0.0,0.0,,curated
95,0.4465043479648576,0.0,0.0,,curated
96,0.4465043479648576,0.0,0.0,,curated
97,0.4465043479648576,0.0,0.0,,curated
98,0.4465043479648576,0.0,0.0,,curated
99,0.4465043479648576,0.0,0.0,,curated
100,0.4465043479648576,0.0,0.0,,curated
101,0.4465043479648576,0.0,0.0,,curated
102,0.4465043479648576,0.0,0.0,,curated
103,0.4465043479648576,0.0,0.0,,curated
104,0.4465043479648576,0.0,0.0,,curated
105,0.4465043479648576,0.0,0.0,,curated
106,0.4465043479648576,0.0,0.0,,curated
107,0.4465043479648576,0.0,0.0,,curated
108,0.4465043479648576,0.0,0.0,,curated
109,0.4465043479648576,0.0,0.0,,curated
110,0.4465043479648576,0.0,0.0,,curated
111,0.4465043479648576,0.0,0.0,,curated
112,0.4465043479648576,0.0,0.0,,curated
113,0.4465043479648576,0.0,0.0,,curated
114,0.4465043479648576,0.0,0.0,,curated
115,0.4465043479648576,0.0,0.0,,curated
116,0.4465043479648576,0.0,0.0,,curated
117,0.4465043479648576,0.0,0.0,,curated
118,0.4465043479648576,0.0,0.0,,curated
119,0.4465043479648576,0.0,0.0,,curated
120,0.4465043479648576,0.0,0.0,,curated
121,0.4465043479648576,0.0,0.0,,curated
122,0.4465043479648576,0.0,0.0,,curated
123,0.4465043479648576,0.0,0.0,,curated
124,0.4465043479648576,0.0,0.0,,curated
125,0.4465043479648576,0.0,0.0,,curated
126,0.4465043479648576,0.0,0.0,,curated
127,0.4465043479648576,0.0,0.0,,curated
128,0.4465043479648576,0.0,0.0,,curated
129,0.4465043479648576,0.0,0.0,,curated
130,0.4465043479648576,0.0,0.0,,curated
131,0.4465043479648576,0.0,0.0,,curated
132,0.4465043479648576,0.0,0.0,,curated
133,0.4465043479648576,0.0,0.0,,curated
134,0.4465043479648576,0.0,0.0,,curated
135,0.4465043479648576,0.0,0.0,,curated
136,0.4465043479648576,0.0,0.0,,curated
137,0.4465043479648576,0.0,0.0,,curated
138,0.4465043479648576,0.0,0.0,,curated
139,0.4465043479648576,0.0,0.0,,curated
140,0.4465043479648576,0.0,0.0,,curated
141,0.4465043479648576,0.0,0.0,,curated
142,0.4465043479648576,0.0,0.0,,curated
143,0.4465043479648576,0.0,0.0,,curated
144,0.4465043479648576,0.0,0.0,,curated
145,0.4465043479648576,0.0,0.0,,curated
146,0.4465043479648576,0.0,0.0,,curated
147,0.4465043479648576,0.0,0.0,,curated
148,0.4465043479648576,0.0,0.0,,curated
149,0.4465043479648576,0.0,0.0,,curated
150,0.4465043479648576,0.0,0.0,,curated
151,0.4465043479648576,0.0,0.0,,curated
152,0.4465043479648576,0.0,0.0,,curated
153,0.4465043479648576,0.0,0.0,,curated
154,0.4465043479648576,0.0,0.0,,curated
155,0.4465043479648576,0.0,0.0,,curated
156,0.4465043479648576,0.0,0.0,,curated
157,0.4465043479648576,0.0,0.0,,curated
158,0.4465043479648576,0.0,0.0,,curated
159,0.4465043479648576,0.0,0.0,,curated
160,0.4465043479648576,0.0,0.0,,curated
161,0.4465043479648576,0.0,0.0,,curated
162,0.4465043479648576,0.0,0.0,,curated
163,0.4465043479648576,0.0,0.0,,curated
164,0.4465043479648576,0.0,0.0,,curated
165,0.4465043479648576,0.0,0.0,,curated
166,0.4465043479648576,0.0,0.0,,curated
167,0.4465043479648576,0.0,0.0,,curated
168,0.4465043479648576,0.0,0.0,,curated
169,0.4465043479648576,0.0,0.0,,curated
170,0.4465043479648576,0.0,0.0,,curated
171,0.4465043479648576,0.0,0.0,,curated
172,0.4465043479648576,0.0,0.0,,curated
173,0.4465043479648576,0.0,0.0,,curated
174,0.4465043479648576,0.0,0.0,,curated
175,0.4465043479648576,0.0,0.0,,curated
176,0.4465043479648576,0.0,0.0,,curated
177,0.4465043479648576,0.0,0.0,,curated
178,0.4465043479648576,0.0,0.0,,curated
179,0.4465043479648576,0.0,0.0,,curated
180,0.4465043479648576,0.0,0.0,,curated
181,0.4465043479648576,0.0,0.0,,curated
182,0.4465043479648576,0.0,0.0,,curated
183,0.4465043479648576,0.0,0.0,,curated
184,0.4465043479648576,0.0,0.0,,curated
185,0.4465043479648576,0.0,0.0,,curated
186,0.4465043479648576,0.0,0.0,,curated
187,0.4465043479648576,0.0,0.0,,curated
188,0.4465043479648576,0.0,0.0,,curated
189,0.4465043479648576,0.0,0.0,,curated
190,0.4465043479648576,0.0,0.0,,curated
191,0.4465043479648576,0.0,0.0,,curated
192,0.4465043479648576,0.0,0.0,,curated
193,0.4465043479648576,0.0,0.0,,curated
194,0.4465043479648576,0.0,0.0,,curated
195,0.4465043479648576,0.0,0.0,,curated
196,0.4465043479648576,0.0,0.0,,curated
197,0.4465043479648576,0.0,0.0,,curated
198,0.4465043479648576,0.0,0.0,,curated
199,0.4465043479648576,0.0,0.0,,curated
200,0.4465043479648576,0.0,0.0,,curated
201,0.4465043479648576,0.0,0.0,,curated
202,0.4465043479648576,0.0,0.0,,curated
203,0.4465043479648576,0.0,0.0,,curated
204,0.4465043479648576,0.0,0.0,,curated
205,0.4465043479648576,0.0,0.0,,curated
206,0.4465043479648576,0.0,0.0,,curated
207,0.4465043479648576,0.0,0.0,,curated
208,0.4465043479648576,0.0,0.0,,curated
209,0.4465043479648576,0.0,0.0,,curated
210,0.4465043479648576,0.0,0.0,,curated
211,0.4465043479648576,0.0,0.0,,curated
212,0.4465043479648576,0.0,0.0,,curated
213,0.4465043479648576,0.0,0.0,,curated
214,0.4465043479648576,0.0,0.0,,curated
215,0.4465043479648576,0.0,0.0,,curated
216,0.4465043479648576,0.0,0.0,,curated
217,0.4465043479648576,0.0,0.0,,curated
218,0.4465043479648576,0.0,0.0,,curated
219,0.4465043479648576,0.0,0.0,,curated
220,0.4465043479648576,0.0,0.0,,curated
221,0.4465043479648576,0.0,0.0,,curated
222,0.4465043479648576,0.0,0.0,,curated
223,0.4465043479648576,0.0,0.0,,curated
224,0.4465043479648576,0.0,0.0,,curated
225,0.4465043479648576,0.0,0.0,,curated
226,0.4465043479648576,0.0,0.0,,curated
227,0.4465043479648576,0.0,0.0,,curated
228,0.4465043479648576,0.0,0.0,,curated
229,0.4465043479648576,0.0,0.0,,curated
230,0.4465043479648576,0.0,0.0,,curated
231,0.4465043479648576,0.0,0.0,,curated
232,0.4465043479648576,0.0,0.0,,curated
233,0.4465043479648576,0.0,0.0,,curated
234,0.4465043479648576,0.0,0.0,,curated
235,0.4465043479648576,0.0,0.0,,curated
236,0.4465043479648576,0.0,0.0,,curated
237,0.4465043479648576,0.0,0.0,,curated
238,0.4465043479648576,0.0,0.0,,curated
239,0.4465043479648576,0.0,0.0,,curated
240,0.4465043479648576,0.0,0.0,,curated
241,0.4465043479648576,0.0,0.0,,curated
242,0.4465043479648576,0.0,0.0,,curated
243,0.4465043479648576,0.0,0.0,,curated
244,0.4465043479648576,0.0,0.0,,curated
245,0.4465043479648576,0.0,0.0,,curated
246,0.4465043479648576,0.0,0.0,,curated
247,0.4465043479648576,0.0,0.0,,curated
248,0.4465043479648576,0.0,0.0,,curated
249,0.4465043479648576,0.0,0.0,,curated
250,0.4465043479648576,0.0,0.0,,curated
251,0.4465043479648576,0.0,0.0,,curated
252,0.4465043479648576,0.0,0.0,,curated
253,0.4465043479648576,0.0,0.0,,curated
254,0.4465043479648576,0.0,0.0,,curated
255,0.4465043479648576,0.0,0.0,,curated
256,0.4465043479648576,0.0,0.0,,curated
257,0.4465043479648576,0.0,0.0,,curated
258,0.4465043479648576,0.0,0.0,,curated
259,0.4465043479648576,0.0,0.0,,curated
260,0.4465043479648576,0.0,0.0,,curated
261,0.4465043479648576,0.0,0.0,,curated
262,0.4465043479648576,0.0,0.0,,curated
263,0.4465043479648576,0.0,0.0,,curated
264,0.4465043479648576,0.0,0.0,,curated
265,0.4465043479648576,0.0,0.0,,curated
266,0.4465043479648576,0.0,0.0,,curated
267,0.4465043479648576,0.0,0.0,,curated
268,0.4465043479648576,0.0,0.0,,curated
269,0.4465043479648576,0.0,0.0,,curated
270,0.4465043479648576,0.0,0.0,,curated
271,0.4465043479648576,0.0,0.0,,curated
272,0.4465043479648576,0.0,0.0,,curated
273,0.4465043479648576,0.0,0.0,,curated
274,0.4465043479648576,0.0,0.0,,curated
275,0.4465043479648576,0.0,0.0,,curated
276,0.4465043479648576,0.0,0.0,,curated
277,0.4465043479648576,0.0,0.0,,curated
278,0.4465043479648576,0.0,0.0,,curated
279,0.4465043479648576,0.0,0.0,,curated
280,0.4465043479648576,0.0,0.0,,curated
281,0.4465043479648576,0.0,0.0,,curated
282,0.4465043479648576,0.0,0.0,,curated
283,0.4465043479648576,0.0,0.0,,curated
284,0.4465043479648576,0.0,0.0,,curated
285,0.4465043479648576,0.0,0.0,,curated
286,0.4465043479648576,0.0,0.0,,curated
287,0.4465043479648576,0.0,0.0,,curated
288,0.4465043479648576,0.0,0.0,,curated
289,0.4465043479648576,0.0,0.0,,curated
290,0.4465043479648576,0.0,0.0,,curated
291,0.4465043479648576,0.0,0.0,,curated
292,0.4465043479648576,0.0,0.0,,curated
293,0.4465043479648576,0.0,0.0,,curated
294,0.4465043479648576,0.0,0.0,,curated
295,0.4465043479648576,0.0,0.0,,curated
296,0.4465043479648576,0.0,0.0,,curated
297,0.4465043479648576,0.0,0.0,,curated
298,0.4465043479648576,0.0,0.0,,curated
299,0.4465043479648576,0.0,0.0,,curated
300,0.4465043479648576,0.0,0.0,,curated
