regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.40650895840234363,0.0,0.08795057927904294,0.0
echo,0.39886079179305156,0.04,0.07047974034899304,0.0
curated,0.3976930143658663,0.0,0.09451905732237258,0.0
