regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,0.4057517846469013,0.0,0.2550633788630012,0.09162671502971151,0.05112464019155815
mixed,1.5,0.40881907778498955,0.0,0.2566347601714123,0.08836538454575425,0.04048700050517408
mixed,2.0,0.40650895840234363,0.0,0.2589515476534042,0.08795057927904294,0.05157604821259768
mixed,2.5,0.4034818762608227,0.0,0.25897821657411835,0.08576578600615216,0.03735387834078318
mixed,3.0,0.400945826311129,0.0,0.26048556305444837,0.08586212120573872,0.03735387834078318
echo,1.0,0.3986392737109237,0.04,0.2582267577020632,0.0711632013829132,0.034325803599977486
echo,1.5,0.39600628966749163,0.04,0.2600853081270168,0.07102398199582956,0.02465805471124624
echo,2.0,0.39886079179305156,0.04,0.25801850043685226,0.07047974034899304,0.02465805471124624
echo,2.5,0.39769196792903044,0.04,0.2589126772049281,0.07058957692738384,0.02465805471124624
echo,3.0,0.3982559223219876,0.04,0.25811227459384445,0.07044878217892656,0.029397755634728497
curated,1.0,0.39521069271766085,0.0,0.2597903720063529,0.09610560083484981,-0.002376669895002225
curated,1.5,0.3972851853473303,0.0,0.25557375770413154,0.09450092797185833,-0.002376669895002225
curated,2.0,0.3976930143658663,0.0,0.25695251955807263,0.09451905732237258,-0.002376669895002225
curated,2.5,0.39599538894140524,0.0,0.25862060312196905,0.09420799043189959,-0.002376669895002225
curated,3.0,0.3992220749353744,0.0,0.2568081541729717,0.09395622240070967,-0.002376669895002225
