step,mean_belief,polarization_var,share_extremes,assortativity,regime,weak_tie_fraction,weak_edge_disagreement,strong_edge_disagreement,inter_cluster_gap,weak_tie_activations,strong_tie_activations,weak_activation_share,adoption_share
0,0.17201267283850438,0.5078006076807196,0.15,0.014173796087022789,curated,0.19959266802443992,0.7381422606092314,0.7397667602291687,,0,0,,0.47
1,0.17293606817952478,0.49562369686882335,0.09,0.01948536294720203,curated,0.19959266802443992,0.726565037820571,0.7198505353291373,,15,48,0.23809523809523808,0.47
2,0.1737275125458103,0.4929737566381122,0.0,0.007949838331792912,curated,0.19959266802443992,0.7069665167268027,0.7078826882189775,,14,59,0.1917808219178082,0.47
3,0.17432069256054505,0.4893053027159725,0.0,0.009241071850831258,curated,0.19959266802443992,0.6932563972664252,0.6978874460303732,,11,62,0.1506849315068493,0.47
4,0.1757152144731829,0.48898588975677204,0.0,0.008090535544419441,curated,0.19959266802443992,0.6791901329223491,0.6917792525773239,,13,57,0.18571428571428572,0.48
5,0.1768417928108545,0.4891217314738827,0.0,0.003879497109690705,curated,0.19959266802443992,0.6705811985229937,0.6868950903863635,,13,51,0.203125,0.48
6,0.17790175780619688,0.4890509522163301,0.0,0.003879497109690705,curated,0.19959266802443992,0.6648385872028754,0.6834351713387211,,14,49,0.2222222222222222,0.48
7,0.17911988019349057,0.48928491185425754,0.0,0.003879497109690705,curated,0.19959266802443992,0.6629340297899111,0.6811934640728796,,8,58,0.12121212121212122,0.48
8,0.1796236305514614,0.4887616062108418,0.0,0.003879497109690705,curated,0.19959266802443992,0.6602704776807428,0.678531788294393,,15,53,0.22058823529411764,0.49
9,0.1804090248276437,0.48880988284664295,0.0,0.003879497109690705,curated,0.19959266802443992,0.6594102517286078,0.6769884391514098,,19,64,0.2289156626506024,0.49
10,0.18089277062401612,0.488529934787586,0.0,0.003879497109690705,curated,0.19959266802443992,0.6582737795170555,0.6753131677205315,,19,57,0.25,0.49
11,0.18069921994592925,0.48841560824663405,0.0,0.006687648865970243,curated,0.19959266802443992,0.6572800739253688,0.6742543657832264,,15,51,0.22727272727272727,0.49
