regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,0.3653783584303174,0.0,0.03211596563703631,0.23692067852497156,0.05550738807209126
mixed,1.5,0.37342189682373716,0.0,0.025000553915898976,0.24455776873759721,0.04921828874627169
mixed,2.0,0.38388851352165326,0.0,0.019195619632847244,0.2425439728081603,0.04921828874627169
mixed,2.5,0.3879523641049726,0.0,0.016808228127923125,0.2417989955276588,0.04921828874627169
mixed,3.0,0.39015667794125364,0.0,0.016477844867423704,0.2412404165614671,0.04921828874627169
echo,1.0,0.4547923961272008,0.02,0.016791686393242872,0.07180769221355328,0.01966812356470838
echo,1.5,0.45490138763510407,0.02,0.017178298444614118,0.07164726984041196,0.013064880269440039
echo,2.0,0.45510123634364597,0.03,0.0170859305513649,0.07160119832508262,0.013064880269440039
echo,2.5,0.4557030409249194,0.03,0.016628810034981373,0.07136975326322267,0.020321291086763324
echo,3.0,0.4562535825695156,0.03,0.016466593889343507,0.07124623036105202,0.020321291086763324
curated,1.0,0.45719315703058866,0.0,0.009642890751215638,0.11098738203880691,-0.04461154914161776
curated,1.5,0.45912034265806084,0.0,0.007076081500700346,0.1113845518744147,-0.03574363546079934
curated,2.0,0.4624203441617529,0.0,0.005721973695654593,0.11118551503620268,-0.03574363546079934
curated,2.5,0.45597914449730653,0.0,0.008982286109556807,0.11135279452687673,-0.03574363546079934
curated,3.0,0.45614694459108407,0.0,0.013550710236561802,0.11046357280032694,-0.04461154914161776
