loss_aversion,stubbornness,final_polarization,final_extremes,belief_drift
1.0,0.05,2.6976656090827267e-05,0.0,0.2020885250595223
1.0,0.15,3.066855144029314e-05,0.0,0.20213020631074433
1.0,0.3,3.356343570133002e-05,0.0,0.20202458791840364
2.0,0.05,3.955744447969699e-05,0.0,0.20206725918848661
2.0,0.15,4.174138538790779e-05,0.0,0.20203881270664312
2.0,0.3,4.136238689756772e-05,0.0,0.20190251527525507
3.0,0.05,4.140767113956009e-05,0.0,0.20187972016819924
3.0,0.15,4.265483744193664e-05,0.0,0.2018443662181095
3.0,0.3,4.636192133062493e-05,0.0,0.20175677851327964
