regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,3.066855144029314e-05,0.0,0.41158966046078693,0.20213020631074433,
mixed,1.5,3.5387900114782065e-05,0.0,0.4096511238217974,0.20220811346663228,
mixed,2.0,4.174138538790779e-05,0.0,0.4106338608453949,0.20203881270664312,
mixed,2.5,3.9719886525116626e-05,0.0,0.41227140599920825,0.20181727964078608,
mixed,3.0,4.265483744193664e-05,0.0,0.4115113032002804,0.2018443662181095,
echo,1.0,0.013398815634548448,0.0,0.4248314939740546,0.16676035095050948,-0.023781676413254616
echo,1.5,0.013397046720777253,0.0,0.4245287425715059,0.16670784218140863,-0.023781676413254616
echo,2.0,0.013395742808604817,0.0,0.4241319431723721,0.16658366720084053,-0.023781676413254616
echo,2.5,0.013402693707325006,0.0,0.424510977014763,0.16657509116708155,-0.023781676413254616
echo,3.0,0.013396645914508563,0.0,0.4241711517986016,0.16652249099973176,-0.023781676413254616
curated,1.0,5.655324993621413e-07,0.0,0.4281623169141628,0.2016029265282035,
curated,1.5,6.405504258143662e-07,0.0,0.4264118894642144,0.20136702068524215,
curated,2.0,8.004421772273548e-07,0.0,0.4276796781002002,0.20119823208616008,
curated,2.5,8.463313301147915e-07,0.0,0.4278288757691431,0.20115055492468922,
curated,3.0,8.736927429698054e-07,0.0,0.4267767893261055,0.20111646545330078,
