step,mean_belief,polarization_var,assortativity,share_extremes,mean_influence,var_influence,mean_cred_weighted_influence,influence_gini,elite_fraction,regime
0,0.09697059601237486,0.40166887989317596,-0.04581233308568109,0.13,0.012521129663986807,4.486441602467264e-05,0.004026075180674177,0.29887744470563704,0.03,curated
1,0.09703839890251535,0.39645838506211734,-0.061410762322451,0.07,0.27961954337106953,0.00027085223559717613,0.08902261642979167,0.03083172015057457,0.03,curated
2,0.09569688074908576,0.38748497119567454,-0.06912598821803206,0.0,0.4724165607505552,0.0005535243868969775,0.15032414905287145,0.024958809758495733,0.03,curated
3,0.09415276677979793,0.38343998356347087,-0.06692894469833784,0.0,0.6143259717278482,0.0007219504425243306,0.19523676072562846,0.021619711347634338,0.03,curated
4,0.09336431063964837,0.38070823911734214,-0.06256051218384666,0.0,0.7193890877204728,0.0006715808756051762,0.22865451886617025,0.01779456128167979,0.03,curated
5,0.09318335053180828,0.3795488081888825,-0.0729665750218664,0.0,0.796468915712586,0.0005478163373379235,0.253223858556123,0.014450349997908347,0.03,curated
6,0.09339508220279034,0.3791050397503384,-0.0729665750218664,0.0,0.8535495523388285,0.0003709090473685988,0.27138289923755154,0.011168234351441129,0.03,curated
7,0.0936188485296257,0.37865004334015645,-0.07184830109933318,0.0,0.8948832622197466,0.00024281108442171284,0.2845310449441073,0.008587543819773344,0.03,curated
8,0.09361087614766538,0.3785342724945125,-0.07184830109933318,0.0,0.9249266585720679,0.00014693270471773678,0.2941042417143841,0.00645446625694106,0.03,curated
9,0.09355877303298066,0.3785027284347408,-0.07184830109933318,0.0,0.9466107745553056,8.200018573048198e-05,0.30100687698920475,0.0047226813783146325,0.03,curated
10,0.0935681995286954,0.378494558445041,-0.07184830109933318,0.0,0.9621662125777969,4.467816734104962e-05,0.30596078154886525,0.003428230339856384,0.03,curated
11,0.09357612587493858,0.3784970288985761,-0.07184830109933318,0.0,0.9732556936411185,2.3856760254084265e-05,0.30948981952429055,0.002475219568684963,0.03,curated
12,0.09359029174491501,0.3784926403724004,-0.07184830109933318,0.0,0.9811309276157865,1.2510273766736415e-05,0.31199592551288985,0.0017773361374325703,0.03,curated
13,0.09358912870077382,0.378490994044724,-0.07184830109933318,0.0,0.98670562563528,6.437166928870327e-06,0.31376940240067863,0.001268295344356858,0.03,curated
14,0.09359380507686836,0.37848753359251797,-0.07184830109933318,0.0,0.9906409857076853,3.287783834634505e-06,0.3150218917573555,0.0009041559005760291,0.03,curated
15,0.09359260036239384,0.37848801162940005,-0.07184830109933318,0.0,0.9934169822812674,1.6728425383692448e-06,0.31590522104121666,0.0006436788839003782,0.03,curated
16,0.09359258979289818,0.37848744308919663,-0.07184830109933318,0.0,0.9953739854818767,8.418786857096264e-07,0.3165279209453249,0.00045606201592079287,0.03,curated
17,0.09359330489823363,0.37848797625436104,-0.07184830109933318,0.0,0.9967513087292932,4.214611814710697e-07,0.316966174221456,0.0003225923326903057,0.03,curated
18,0.0935922234064749,0.3784880100250949,-0.07184830109933318,0.0,0.9977200744480785,2.102380058064232e-07,0.317274450264994,0.00022778702809063135,0.03,curated
19,0.09359201641391378,0.3784877985568438,-0.07184830109933318,0.0,0.9984005345226707,1.0457931908743203e-07,0.3174910102549825,0.00016063498541143417,0.03,curated
20,0.0935917901791862,0.37848776086946123,-0.07184830109933318,0.0,0.9988784189661731,5.183361901833955e-08,0.3176430881802101,0.000113092502689085,0.03,curated
21,0.09359173031452422,0.37848788668704825,-0.07184830109933318,0.0,0.9992137247648898,2.5644826948793934e-08,0.31774979789289354,7.956045019270164e-05,0.03,curated
22,0.09359169613228557,0.37848788139672374,-0.07184830109933318,0.0,0.9994489200821485,1.2670855922445513e-08,0.3178246324958724,5.5937560231882346e-05,0.03,curated
23,0.09359171433029018,0.3784878745283234,-0.07184830109933318,0.0,0.9996138562561359,6.249670304142713e-09,0.3178771162610304,3.929155504934556e-05,0.03,curated
24,0.09359173063884971,0.3784878530252541,-0.07184830109933318,0.0,0.9997294612618479,3.0809197171287024e-09,0.3179139042232476,2.7591894761513912e-05,0.03,curated
25,0.09359170488601572,0.3784878396411375,-0.07184830109933318,0.0,0.9998104933911616,1.5159007677163667e-09,0.3179396915109081,1.9357401802153616e-05,0.03,curated
26,0.09359170033518632,0.37848784121794593,-0.07184830109933318,0.0,0.9998672693093239,7.455020792970922e-10,0.31795775971920287,1.357811380557905e-05,0.03,curated
