regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,0.350444031572995,0.01,0.2920381691965318,0.10090553731245831,0.008813244473094192
mixed,1.5,0.35688263069489473,0.01,0.2932218734744499,0.09914517436960438,0.008813244473094192
mixed,2.0,0.3582933978391245,0.01,0.2947764492530292,0.09861495705035665,0.008813244473094192
mixed,2.5,0.2962646157034698,0.01,0.28180761193227455,0.21246908955298593,0.005543860627436765
mixed,3.0,0.36053099558060403,0.01,0.2925090363498765,0.0861875375558014,-0.016187872813925763
echo,1.0,0.37027929622151595,0.06,0.27974999591567984,0.06357892869152146,0.029934979253771636
echo,1.5,0.3713012808146011,0.04,0.28039694682870164,0.06318221625442638,0.022687165137760548
echo,2.0,0.37119591376182626,0.04,0.28050345614970135,0.06326226199678013,0.02231411530815105
echo,2.5,0.37203917847074214,0.04,0.2812056654456624,0.06295496545228421,0.02231411530815105
echo,3.0,0.3722164054648733,0.04,0.28127473076980125,0.06289125248659651,0.02231411530815105
curated,1.0,0.3682867355181687,0.0,0.28821557060872643,0.0893829520178922,-0.06733718327761046
curated,1.5,0.3700721698650142,0.0,0.287286315214621,0.08933005359777355,-0.06733718327761046
curated,2.0,0.36832952265115987,0.0,0.2913150107649777,0.0890142497538491,-0.06733718327761046
curated,2.5,0.37283646035409335,0.0,0.28464622458682337,0.08845519193456226,-0.07419248153456072
curated,3.0,0.3689229946447614,0.0,0.28729748161225466,0.08920233180617203,-0.06733718327761046
