loss_aversion,stubbornness,final_polarization,final_extremes,belief_drift
1.0,0.05,0.4394786599299833,0.01,0.11433178501324909
1.0,0.15,0.44020035078394437,0.01,0.11406044324780432
1.0,0.3,0.43503154491616597,0.01,0.11518356879193387
2.0,0.05,0.4404173688186567,0.01,0.11370644865235821
2.0,0.15,0.44041272688703453,0.01,0.11373735129847955
2.0,0.3,0.4395062069581862,0.01,0.11381701649998563
3.0,0.05,0.4431324119308028,0.01,0.11307193767364407
3.0,0.15,0.4444988309720535,0.01,0.11274155974719392
3.0,0.3,0.44478090485217336,0.01,0.11209694312886162
