regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.44041272688703453,0.01,0.11373735129847955,0.0
echo,0.4631881859112557,0.05,0.08556833387670686,0.0
curated,0.45453455768817413,0.0,0.11932899261588303,0.0
