regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,0.44020035078394437,0.01,0.025455149474169523,0.11406044324780432,0.009002077402477443
mixed,1.5,0.4388189085471395,0.01,0.025944192377400265,0.1142211777098435,0.009002077402477443
mixed,2.0,0.44041272688703453,0.01,0.02586877785596317,0.11373735129847955,0.009002077402477443
mixed,2.5,0.4405227660652931,0.01,0.0264236479185806,0.11355962512849117,0.009002077402477443
mixed,3.0,0.4444988309720535,0.01,0.027464840765003096,0.11274155974719392,0.009002077402477443
echo,1.0,0.4618674303249275,0.02,0.032571933620925385,0.08589698293707722,0.1709986320109439
echo,1.5,0.46229684152146483,0.03,0.03271752718966752,0.0857689101921198,0.1709986320109439
echo,2.0,0.4631881859112557,0.05,0.034030093038624504,0.08556833387670686,0.16680988553947693
echo,2.5,0.4638813477252015,0.05,0.03543832099709451,0.08565452081375462,0.156794425087108
echo,3.0,0.46431553825724786,0.05,0.035944908983110584,0.08565576166940828,0.16022865061493155
curated,1.0,0.448074366619213,0.0,0.03029011865787426,0.11987291116281867,-0.05095450644345703
curated,1.5,0.4534646206769641,0.0,0.0286526586862109,0.11949355257924946,-0.05095450644345703
curated,2.0,0.45453455768817413,0.0,0.029779127323390463,0.11932899261588303,-0.05095450644345703
curated,2.5,0.4534462323528264,0.0,0.03244779147848209,0.11912278766944695,-0.05095450644345703
curated,3.0,0.4531327271604851,0.0,0.03231744298363089,0.11911334369921198,-0.05095450644345703
