regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,1.792450370131124e-05,0.0,0.19089613436610836,0.0
echo,2.5798197584411383e-05,0.0,0.1916281342977836,0.0
curated,7.446970021913276e-07,0.0,0.19092761806736885,0.0
