loss_aversion,stubbornness,final_polarization,final_extremes,belief_drift
1.0,0.05,1.4087276374997975e-05,0.0,0.19102517005210615
1.0,0.15,1.6873885149984748e-05,0.0,0.19089159529307537
1.0,0.3,1.734495792714237e-05,0.0,0.19093302101981593
2.0,0.05,1.782086860340822e-05,0.0,0.19097372012326197
2.0,0.15,1.792450370131124e-05,0.0,0.19089613436610836
2.0,0.3,1.9604932419678554e-05,0.0,0.19087730193215097
3.0,0.05,1.8082531092784643e-05,0.0,0.19078892408452625
3.0,0.15,1.918702595591831e-05,0.0,0.1907888011953889
3.0,0.3,1.9729297304867432e-05,0.0,0.1908212617236422
