regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.44516460177619394,0.0,0.07448769888520419,0.0
echo,0.441686347609048,0.03,0.060724036598763693,0.0
curated,0.4417852990259895,0.0,0.0783348041090896,0.0
