regime,loss_aversion,final_polarization,final_extremes,final_mean_belief,belief_drift,final_assortativity
mixed,1.0,0.44737018297813125,0.0,0.1889749469311217,0.07519951605146862,0.010654251838586329
mixed,1.5,0.44573035601791433,0.0,0.18947510433289738,0.07474046369755155,-0.0012325299181587476
mixed,2.0,0.44516460177619394,0.0,0.18993030572614844,0.07448769888520419,-0.0012325299181587476
mixed,2.5,0.44427181046090963,0.0,0.18972607954830717,0.07433182030863748,-0.0012325299181587476
mixed,3.0,0.4436407733123417,0.0,0.19040016060033937,0.07428438438120895,-0.0012325299181587476
echo,1.0,0.4418632682463177,0.03,0.19758022099300152,0.06113564338467287,0.019200488251449557
echo,1.5,0.44176154511342397,0.03,0.19668189112188714,0.0608380254822794,0.019200488251449557
echo,2.0,0.441686347609048,0.03,0.1965918729022068,0.060724036598763693,0.019200488251449557
echo,2.5,0.3871001252917917,0.03,0.2007090210482828,0.1706586286990978,0.10467967328028396
echo,3.0,0.38876234765013373,0.03,0.19874798906097996,0.17072278353008677,0.10467967328028396
curated,1.0,0.4418355092531589,0.0,0.1919885641709549,0.07876729043958247,-0.01111994274985536
curated,1.5,0.44167669697659717,0.0,0.19368780357499657,0.07840658335797503,-0.01111994274985536
curated,2.0,0.4417852990259895,0.0,0.19368119223888822,0.0783348041090896,-0.01111994274985536
curated,2.5,0.441417506343547,0.0,0.19379915516536542,0.07832039667833278,-0.01111994274985536
curated,3.0,0.44212392857710353,0.0,0.1931053737123094,0.07831367314793578,-0.01111994274985536
