step,mean_belief,polarization_var,share_extremes,assortativity,regime
0,0.011721409889321974,0.4798757085176126,0.14,0.005152996587985644,mixed
1,0.009094215904501705,0.47312502641784426,0.08,0.026680873330242542,mixed
2,0.008004134906364186,0.46382452288405074,0.03,0.04745575431978817,mixed
3,0.007314907769025709,0.45885740882188963,0.01,0.06917261586777408,mixed
4,0.007316514090244637,0.4571415633870196,0.0,0.0684916625930151,mixed
5,0.010267208652751707,0.4528872651167822,0.0,0.07793766308117454,mixed
6,0.012301120726705252,0.4469305212171177,0.0,0.09659333559641269,mixed
7,0.011539217000723403,0.4447652440355533,0.0,0.1055285426387453,mixed
8,0.013168612921578053,0.4414677823525549,0.0,0.11733712833103387,mixed
9,0.01279321068413774,0.4404579489387798,0.0,0.11733712833103387,mixed
10,0.013570922677633691,0.43838464702333424,0.0,0.11733712833103387,mixed
11,0.014424731296839861,0.4369482064398243,0.0,0.11733712833103387,mixed
12,0.014922297927486576,0.43546102022983535,0.0,0.11733712833103387,mixed
13,0.015273888341090605,0.4336013378142883,0.0,0.12379521842533478,mixed
14,0.01575060004524947,0.43197342147438683,0.0,0.1359525509842509,mixed
15,0.015366038594222203,0.43128774415947446,0.0,0.1359525509842509,mixed
16,0.015507957467994642,0.4310376382524776,0.0,0.13296688915063476,mixed
17,0.016466427489382433,0.42906964764011346,0.0,0.13555949416638577,mixed
18,0.01697691263004973,0.4283684053349124,0.0,0.13555949416638577,mixed
19,0.016988522431833856,0.42755122286655206,0.0,0.14028302859033537,mixed
20,0.017431615342145514,0.4264373012111085,0.0,0.14258511938893634,mixed
21,0.017385187826002867,0.42608332606153526,0.0,0.14258511938893634,mixed
22,0.017941810599486276,0.4245319117848305,0.0,0.14288649870486636,mixed
23,0.01841221566456531,0.4239499917642264,0.0,0.14288649870486636,mixed
24,0.018375432610534207,0.4239312041102841,0.0,0.14288649870486636,mixed
25,0.018954657312336677,0.42336704463051555,0.0,0.14288649870486636,mixed
26,0.018800839565805548,0.4229582289963705,0.0,0.14288649870486636,mixed
27,0.01918040718866042,0.4223583376586464,0.0,0.14288649870486636,mixed
28,0.018908577886549385,0.42256363712122,0.0,0.1425294569533558,mixed
29,0.018816241181826135,0.4224075436083863,0.0,0.14288649870486636,mixed
30,0.019398087063710583,0.4214330442551343,0.0,0.14272424386655702,mixed
31,0.019490389116077533,0.4215448046672065,0.0,0.14252945695335573,mixed
32,0.019588321835056245,0.4215778053093428,0.0,0.14288649870486636,mixed
33,0.019456698613622748,0.4214093658402475,0.0,0.14288649870486636,mixed
34,0.01938334200462266,0.4212382504951979,0.0,0.14288649870486636,mixed
35,0.01940864379538394,0.42095374124510543,0.0,0.14288649870486636,mixed
36,0.01984911806946557,0.42037761888874664,0.0,0.14272424386655702,mixed
37,0.02016238404373385,0.41977013468021435,0.0,0.14272424386655702,mixed
38,0.0201777035993471,0.4195861132261133,0.0,0.14209782791077816,mixed
39,0.020347198768782552,0.4194561719717466,0.0,0.14272424386655702,mixed
40,0.020254648939263643,0.41949449532517313,0.0,0.14287722865439836,mixed
41,0.02044878409848811,0.4190863797705608,0.0,0.14287722865439836,mixed
42,0.020522549456024844,0.4187792020845545,0.0,0.14111460023897063,mixed
43,0.020656674623881842,0.41848525774877265,0.0,0.14111460023897063,mixed
44,0.02074494964862085,0.41845255269276005,0.0,0.1411518318933403,mixed
45,0.020795422508472806,0.4183695336853164,0.0,0.14111460023897063,mixed
46,0.020519664564334274,0.41861665001468723,0.0,0.14111460023897063,mixed
47,0.02059565282006033,0.4184779535078227,0.0,0.14111460023897063,mixed
48,0.020581877211846615,0.4185102270336901,0.0,0.14111460023897063,mixed
49,0.02057863227921415,0.41844494864801507,0.0,0.14127746489937779,mixed
50,0.020478142275096537,0.4184767594569485,0.0,0.14111460023897063,mixed
51,0.020607337594475292,0.41837977983169944,0.0,0.14126816001126916,mixed
52,0.02060945288364047,0.41846133917712125,0.0,0.14126816001126916,mixed
53,0.0205682691477642,0.4184613547836882,0.0,0.1409190810815206,mixed
54,0.020688174142614712,0.41839284940126087,0.0,0.1409190810815206,mixed
55,0.02061529357007338,0.41844139087832294,0.0,0.14111460023897063,mixed
56,0.02065090242798738,0.41838497877863545,0.0,0.1409190810815206,mixed
57,0.020677034656721514,0.41831787878136417,0.0,0.14127746489937779,mixed
58,0.020671258235404732,0.4182916926080268,0.0,0.1409190810815206,mixed
59,0.020687817974232834,0.41829007106540367,0.0,0.14126816001126916,mixed
60,0.02066828059992771,0.4182887273415438,0.0,0.14126816001126916,mixed
61,0.020654608165142956,0.4183360836334045,0.0,0.1390291399254187,mixed
62,0.02068078886886647,0.41829066183684155,0.0,0.13887477826704656,mixed
63,0.02064290030144003,0.41828007935815475,0.0,0.13867823790413517,mixed
64,0.02066305581119919,0.4182645369150045,0.0,0.13823430754672217,mixed
65,0.020653734366828918,0.4182863456300068,0.0,0.13807917124675756,mixed
66,0.020673961464727855,0.41824071746347735,0.0,0.13844106909648093,mixed
67,0.020699460425223134,0.41820007449789925,0.0,0.13844106909648093,mixed
68,0.020715123690721277,0.41812979942095924,0.0,0.13823430754672217,mixed
69,0.020752498247283205,0.4180777653827253,0.0,0.13844106909648093,mixed
70,0.02079345940967694,0.4180168531681047,0.0,0.13844106909648093,mixed
71,0.020809402366794974,0.4180406376491091,0.0,0.13827660775496514,mixed
72,0.0208029970643293,0.41801454813825506,0.0,0.13844106909648093,mixed
73,0.020799629071865687,0.4180088136839199,0.0,0.13844106909648093,mixed
74,0.020764759389026083,0.4180050086374292,0.0,0.1347751921428826,mixed
75,0.020795744135177038,0.41795710596594526,0.0,0.13227472674865803,mixed
76,0.020799240293675827,0.41794200765880246,0.0,0.13239347187668493,mixed
77,0.020765582048483378,0.4179644701707354,0.0,0.1347751921428826,mixed
78,0.0207620932338303,0.4179463653505431,0.0,0.13328674176347255,mixed
79,0.020783503863365967,0.4178893406464354,0.0,0.13412059638474733,mixed
80,0.020802303151034734,0.4178553668038267,0.0,0.13412059638474733,mixed
81,0.020820646652723523,0.4178234943922226,0.0,0.13448698433284056,mixed
82,0.020812052966073902,0.41783579568906987,0.0,0.13412059638474733,mixed
83,0.020820002130443563,0.41781160860328465,0.0,0.13412059638474733,mixed
84,0.020836533395088362,0.4177968531993163,0.0,0.13448698433284056,mixed
85,0.02085634917622365,0.41777664191591135,0.0,0.13432048280183362,mixed
86,0.020861769753188077,0.4177644560325346,0.0,0.13447747168504867,mixed
87,0.020855332489211474,0.4177726474136724,0.0,0.13172978111896946,mixed
88,0.02086090323833199,0.4177534155327738,0.0,0.13172978111896946,mixed
89,0.02085230036992753,0.4177581959556617,0.0,0.13412059638474733,mixed
90,0.020876553010513055,0.4177345788836881,0.0,0.13412059638474733,mixed
91,0.020895324298159147,0.417703582297127,0.0,0.1316104778340826,mixed
92,0.02090650435377732,0.4176895178480114,0.0,0.1316104778340826,mixed
93,0.02091017819956358,0.41769850208056275,0.0,0.13432048280183362,mixed
94,0.020907934087203688,0.41769220711699767,0.0,0.13432048280183362,mixed
95,0.020931047142908138,0.4176863190726429,0.0,0.13172978111896946,mixed
96,0.02092410779988465,0.4176826817990858,0.0,0.13172978111896946,mixed
97,0.020919248759664884,0.41767841172426506,0.0,0.13432048280183362,mixed
98,0.020919240034034687,0.41767601214355676,0.0,0.13172978111896946,mixed
99,0.020923157439014083,0.4176730378923871,0.0,0.13172978111896946,mixed
100,0.0209332451664678,0.4176570503476123,0.0,0.13447747168504867,mixed
101,0.020936765482081385,0.417648778845559,0.0,0.13447747168504867,mixed
102,0.02094033346436338,0.4176453078889334,0.0,0.13432048280183362,mixed
103,0.020941825589099638,0.4176398468931023,0.0,0.13447747168504867,mixed
104,0.02094794244177614,0.41763631212165253,0.0,0.13137177288120686,mixed
105,0.02095667332305571,0.4176394969699494,0.0,0.13130968809619364,mixed
106,0.020953975827192658,0.4176399289865201,0.0,0.1332867417634726,mixed
107,0.02094923499427461,0.4176399708088399,0.0,0.13197314903607682,mixed
108,0.020953380801334003,0.41763173060947345,0.0,0.13197314903607682,mixed
109,0.020956672405536753,0.41762903485759045,0.0,0.1332867417634726,mixed
110,0.02096057976298203,0.41762164410613417,0.0,0.1332867417634726,mixed
111,0.020971093952621048,0.4176123397380405,0.0,0.1332867417634726,mixed
112,0.020980177904865324,0.41759690907024377,0.0,0.1332867417634726,mixed
113,0.020984915748510198,0.41759318097818293,0.0,0.13181525028526073,mixed
114,0.02099137531224235,0.4175879878844516,0.0,0.13692635837896078,mixed
115,0.020998237715537486,0.41758607844123213,0.0,0.13130968809619364,mixed
116,0.020999291953491626,0.41758798235001215,0.0,0.1332867417634726,mixed
117,0.02099745741963826,0.4175883404151529,0.0,0.1332867417634726,mixed
118,0.021000684536783477,0.41758416949476496,0.0,0.1347287898327877,mixed
119,0.021000235651483727,0.4175857801376008,0.0,0.13293680379519635,mixed
120,0.02100004168269347,0.4175848594410214,0.0,0.1347287898327877,mixed
121,0.02100236749469242,0.41758162835505025,0.0,0.1347287898327877,mixed
122,0.02100825171299582,0.4175775063193026,0.0,0.13273084826656653,mixed
123,0.02100792679113641,0.41757552057290376,0.0,0.13273084826656653,mixed
124,0.021009034475709516,0.41757192188140907,0.0,0.13040106788964398,mixed
125,0.02100586402584081,0.4175761735191918,0.0,0.13040106788964398,mixed
126,0.021007952275983673,0.4175729371686618,0.0,0.13040106788964398,mixed
127,0.02100887107594611,0.41757254370400987,0.0,0.13040106788964398,mixed
128,0.02101039997523241,0.4175721441951427,0.0,0.13040106788964398,mixed
129,0.021015316201276595,0.41757221109307685,0.0,0.13040106788964398,mixed
130,0.021018230885342545,0.4175682579039887,0.0,0.13040106788964398,mixed
131,0.021019040471669845,0.4175662275027747,0.0,0.13040106788964398,mixed
132,0.021017064636954085,0.4175655968659674,0.0,0.12996884459862565,mixed
133,0.021018301795277243,0.41756428801748213,0.0,0.13040106788964398,mixed
134,0.021018468646876558,0.4175622731124344,0.0,0.13040106788964398,mixed
135,0.021020345046965906,0.41756280557894404,0.0,0.13040106788964398,mixed
136,0.021019662515605678,0.41756147935954113,0.0,0.11336676042558393,mixed
137,0.021020446840186495,0.4175598100957686,0.0,0.08270304339996398,mixed
138,0.021020679561675238,0.4175599320474372,0.0,0.06442281201212224,mixed
139,0.021020131695416843,0.41755962755240134,0.0,0.06442281201212224,mixed
140,0.021021500090937794,0.4175568674302885,0.0,0.06219783548270596,mixed
141,0.02102230088285964,0.41755609602273597,0.0,0.059071782025494526,mixed
142,0.021024112487848755,0.4175533192834917,0.0,0.05205263454282662,mixed
143,0.0210239865149945,0.41755187139541433,0.0,0.05205263454282662,mixed
144,0.021025197196419026,0.4175504808734118,0.0,0.05205263454282662,mixed
145,0.021024902185237546,0.417550616621128,0.0,0.05205263454282662,mixed
146,0.021023679696813503,0.4175510971685777,0.0,0.05205263454282662,mixed
147,0.021023191735230443,0.41755078770596826,0.0,0.05205263454282662,mixed
148,0.021024049829314856,0.41755055627381316,0.0,0.05205263454282662,mixed
149,0.02102490845203179,0.41754925017175554,0.0,0.05205263454282662,mixed
150,0.02102569363869084,0.4175499467632276,0.0,0.05205263454282662,mixed
151,0.0210254751639976,0.41755009645050345,0.0,0.05205263454282662,mixed
152,0.02102558467790811,0.41754957572260765,0.0,0.05205263454282662,mixed
153,0.021025729104033407,0.41754968511800633,0.0,0.05205263454282662,mixed
154,0.021025757170783727,0.4175500129048858,0.0,0.05205263454282662,mixed
155,0.02102677147633223,0.4175496669680598,0.0,0.05205263454282662,mixed
156,0.021027692318000106,0.4175487102952033,0.0,0.05205263454282662,mixed
157,0.021028745126443423,0.4175482443930448,0.0,0.05205263454282662,mixed
158,0.02102973596081586,0.417547477656427,0.0,0.05205263454282662,mixed
159,0.021029777856788657,0.41754743321475124,0.0,0.05205263454282662,mixed
160,0.021030328311839798,0.41754700430258085,0.0,0.05205263454282662,mixed
161,0.02103103676690032,0.4175470781513292,0.0,0.05205263454282662,mixed
162,0.021031515680128114,0.4175466017177966,0.0,0.05205263454282662,mixed
163,0.02103217653358588,0.4175457408129428,0.0,0.05205263454282662,mixed
164,0.021032712750529425,0.41754555230917473,0.0,0.05205263454282662,mixed
165,0.021032928285610715,0.4175454426566941,0.0,0.05205263454282662,mixed
166,0.02103295594487515,0.41754567736173087,0.0,0.05205263454282662,mixed
167,0.02103308913868139,0.41754535026136447,0.0,0.05205263454282662,mixed
168,0.021033029274147436,0.4175453071596658,0.0,0.05205263454282662,mixed
169,0.021033684235983,0.41754532168254666,0.0,0.05205263454282662,mixed
170,0.02103395984423102,0.4175455364213314,0.0,0.05205263454282662,mixed
171,0.021034088426581103,0.4175456278446285,0.0,0.05205263454282662,mixed
172,0.021034390130217816,0.41754557461003444,0.0,0.05205263454282662,mixed
173,0.021034715356030673,0.4175458179584712,0.0,0.05205263454282662,mixed
174,0.021034849861019413,0.41754538174304423,0.0,0.05205263454282662,mixed
175,0.02103512217595883,0.4175451857416539,0.0,0.05205263454282662,mixed
176,0.021035139116884757,0.4175447674374951,0.0,0.05205263454282662,mixed
177,0.02103546409118349,0.41754455809978375,0.0,0.05205263454282662,mixed
178,0.021035459486701644,0.4175443854977553,0.0,0.05205263454282662,mixed
179,0.02103544817884474,0.4175443774102658,0.0,0.05205263454282662,mixed
180,0.021035648949116775,0.4175441369366382,0.0,0.05205263454282662,mixed
181,0.021035709476900043,0.4175441263513576,0.0,0.05205263454282662,mixed
182,0.02103572862086196,0.41754410130463243,0.0,0.05205263454282662,mixed
183,0.021035866671016593,0.4175435726539374,0.0,0.05205263454282662,mixed
184,0.02103591282737364,0.4175434263813676,0.0,0.05205263454282662,mixed
185,0.021036031318316755,0.4175434307737919,0.0,0.05205263454282662,mixed
186,0.021036131129149812,0.417543167853184,0.0,0.05205263454282662,mixed
187,0.021035946745424118,0.41754297291130227,0.0,0.05205263454282662,mixed
