regime,final_polarization,final_extremes,belief_drift,reference_crossing_rate
mixed,0.4083096908079565,0.0,0.09396866554820141,0.0
echo,0.4165126631773831,0.04,0.06371145708538639,0.0
curated,0.4078430362023296,0.0,0.09768202165899297,0.0
